,Values
161,0.7359628997800683
162,-1.296690303431283
163,-2.5045697172973447
164,-3.5231005924611063
165,-0.5118287670267698
166,2.6613864161724683
167,-0.32155542566706086
168,-0.7337651340552885
169,-3.2385799303957508
170,1.0620836814379266
171,-0.1472671510606901
172,1.813782791544948
173,-1.2836815090241012
174,-0.7908589724621725
175,1.2320988512798643
176,4.7471658816771845
177,-3.796586285418438
178,-1.158700190346455
179,-2.4717396361411272
180,-0.285818158831665
181,-1.7015634479167738
182,4.175511835716158
183,-3.859965506078996
184,0.3396005201341115
185,-0.5013287837851391
186,-0.8686795022496941
187,0.5504107303605628
188,-0.0796622320571644
189,3.454421434395322
190,2.3643486763353847
191,-2.8705268735252742
192,1.3035674562122812
193,0.5548085254470556
194,1.6455233291252713
195,-0.21573045898357035
196,-0.32869202360107447
197,-2.5663693510734
198,-3.741639203742289
199,-0.007195932588378955
200,1.2056793798906833
201,0.1417343889141516
202,-2.2031715680462813
203,-0.22045097518050127
204,-0.007078861633318038
205,-1.0953813859691233
206,-0.2266452438961431
207,-0.9681502845740929
208,0.11680022075218943
209,0.47254881226923806
210,1.2283671823569118
211,-1.7006597501338516
212,-0.5305037686935424
213,0.21068583008360772
214,-1.0080242051426216
215,-0.033364658721016474
216,2.2201454529514457
217,0.3734424925741019
218,3.1736123167612607
219,-0.13489518728373204
220,2.093558273930223
221,-1.6096269296863164
222,0.6789118743883755
223,0.20700411707611757
224,-0.06657149831048066
225,2.184091328457635
226,0.3722827155855849
227,0.024634276093507546
228,-0.3008208595047298
229,-1.852524446401574
230,-0.7121474269083978
231,1.6508843224043233
232,-2.2821036147079683
233,-2.3789141610748015
234,-2.047565328931893
235,2.011173583369137
236,0.29981474639991734
237,2.180054584174628
238,-1.4865650490580506
239,0.7092163398799762
240,-2.0711004782081375
241,-4.003217339788808
242,0.6798815724597943
243,2.05691563635627
244,-1.7184576006353978
245,-2.9698824494567577
246,0.38003564039941395
247,-0.3851441569873342
248,0.8906092435480358
249,-0.19297661789393444
250,-1.0753567683829806
251,0.618522086789813
252,4.7468704991293444
253,-1.4452021391964365
254,-2.060411299772693
255,0.29721567953471556
256,-0.8735406958244681
257,2.506183901951196
258,-0.887123382689241
259,0.08888887355817064
260,-0.3748927721926949
261,-2.7470513192556907
262,-0.21702372777307807
263,-0.5775074438970473
264,-0.06034634744587963
265,2.4055205962340795
266,3.006463697043101
267,0.4932999359994502
268,0.8541370454261165
269,-1.6905945274834404
270,0.48472669834501614
271,-0.8294854812486641
272,0.7139083277957531
273,-3.8923254022516582
274,0.3588761967307012
275,3.3213386808770253
276,0.012859041905861786
277,1.9649109717326305
278,2.2959900134224367
279,-1.527654813472185
280,0.4230213670010034
281,1.443742288395137
282,-1.2899267007343989
283,-1.4042773850667365
284,-1.8087590924169046
285,-2.38673357245879
286,-2.2823939560462114
287,0.33442226306806566
288,0.7850750737818182
289,0.32943976548122567
290,2.889566945495894
291,-0.9304164566919217
292,-1.4099502917828721
293,-3.2052474563504267
294,1.9413226038459297
295,2.2856027274621598
296,-0.5933996019060119
297,-3.1020698276398977
298,-1.622010992919113
299,-1.36488952053145
300,-0.529499543562347
301,-0.9135080578314866
302,0.11634143571000669
303,1.1809470784755574
304,-2.373245952874072
305,-0.16290465001938848
306,1.772718296861336
307,-0.7536189666171496
308,0.5540222905407902
309,-1.2852943314671492
310,-0.927952409847428
311,-0.6075236357113653
312,-0.25244619676031055
313,1.2085216342407805
314,4.319799234522019
315,-1.1092152038886702
316,1.6143066656181437
317,2.3861067077808165
318,2.7534527701865055
319,-4.097797080296384
320,1.5041776207484958
321,0.07405498616085195
322,0.5737645452665848
323,-0.46798287818332407
324,1.0277078222330138
325,0.3985313037375203
326,-0.4596075083708762
327,1.9023073818757574
328,-0.2064695003055048
329,-2.9779445039197574
330,-0.30883582545389937
331,2.317248188312889
332,0.18293325394533982
333,2.074885832803898
334,-0.5445911610140904
335,1.9827525005793685
336,-1.8388547092238547
337,1.30316438678215
338,-2.1273450761383557
339,1.3795079417606417
340,3.1566002811253817
341,0.9454542458052992
342,-0.26008024187781625
343,0.46091081661270844
344,-1.2345725108142171
345,1.3317828018718467
346,-1.8480662721828618
347,-0.4350188107999931
348,1.126877496352186
349,-3.4568435919482527
350,1.5867014488755482
351,-1.5604441974013157
352,0.4788586422554276
353,0.11729257256398166
354,1.1455268616961378
355,1.058013971198807
356,-1.9452529270359253
357,-0.44367360332770767
358,0.7819037422808743
359,-1.9883631686364096
360,2.87013368773519
361,2.3036226712526355
362,-0.09987648321595684
363,2.6822243402828185
364,-1.5599758905196894
365,-0.9856025764471368
366,-0.7405691969361738
367,-0.001020302849309316
368,1.4312937928859235
369,-0.5961027137476747
370,2.817594812110855
371,-3.038223083919444
372,-3.0753806637177545
373,-0.22942796042603164
374,-1.7448161908838995
375,1.440587616815012
376,-1.6015114393401662
377,-0.41302197164047894
378,-1.8588184582558782
379,-2.942702640479203
380,-0.6481824379347814
381,1.3401422964302567
382,-0.9680119252639209
383,2.7269358622866644
384,1.5306594995661087
385,-1.0738101840979013
386,-2.571504077293163
387,1.0201399731758973
388,2.1273461504754594
389,1.6261036910732019
390,2.8189923435463897
391,-1.0783147667048758
392,0.3268601353897098
393,1.631840748547549
394,-2.1915997693370084
395,-2.851956435719681
396,1.4116976401456787
397,0.5601532972933483
398,-1.5539814317021323
399,1.4554376686074488
400,3.1027972632736995
401,3.2031017901133985
402,-0.8069409193920443
403,1.414761872573885
404,2.153394606053787
405,-0.33940346813576666
406,-1.563676882622271
407,-1.7505939654031806
408,-0.5935124571975614
409,-1.2167511397484094
410,1.1206787424204843
411,0.3224264359664451
412,-3.8652346243036835
413,2.5220600794712618
414,2.6245639530817337
415,-1.561511380222353
416,-1.558788574935864
417,-0.2799094158224921
418,-1.6543629525978738
419,0.07452811190010146
420,0.33803487201756816
421,2.658635373782572
422,-2.7854196140759178
423,-0.17076648988861218
424,-2.864050299314515
425,1.2442089041673814
426,-0.29755189257846115
427,0.924891203513015
428,0.11873496988196931
429,1.1148695818315668
430,-1.20610863137388
431,1.2153367924611773
432,0.6198392932726036
433,-1.963139006992879
434,-1.8525886429099612
435,0.7820346498812
436,-4.69481361722076
437,0.4666705099858914
438,-0.9159178672184639
439,-1.096062592615431
440,0.04943993423837983
441,-0.9701540450946835
442,-1.3900386569715724
443,1.4146037510847238
444,0.16444032495340502
445,-1.1419676249489426
446,2.7525544997063207
447,1.2490714205175784
448,1.5589873542814612
449,-0.035225547526016227
450,1.9878040085009283
451,1.0376346712935332
452,-0.2558043802614187
453,0.31066632701475155
454,-1.0819971311349887
455,-0.04741687951466198
456,1.9302124490867887
457,-3.157588142064996
458,2.754474443933771
459,-1.7147273265900127
460,0.031956720497990074
461,1.4073026774389084
462,-1.895871974408794
463,-2.310374778587401
464,2.5398329078729613
465,1.8529484268624674
466,0.3245176020519645
467,0.06326307029386752
468,0.9061918111606174
469,5.139542720075264
470,1.2248815088360765
471,1.7582183514998442
472,1.4500093339558822
473,-3.7662140736693206
474,-2.554261665785986
475,-0.11542156654187632
476,3.2218411882438307
477,-0.17322817595577852
478,1.2216956808449533
479,0.8444411723912989
480,1.5435518577597893
481,-0.07856893360381187
482,0.758289683290646
483,-1.2907683020268437
484,-4.422013115944686
485,-1.0540149282683564
486,-1.958766418561323
487,1.7230769196258662
488,-1.9715558197244745
489,1.8724402610966586
490,0.15719685093039076
491,2.6668865665198886
492,0.40352816878427017
493,0.641834729303178
494,-1.0351003888679464
495,-0.40366166835231393
496,-0.9291339736768837
497,3.2178230468311075
498,-2.10541592608104
499,2.5656772979310145
500,-0.15520598291152912
501,1.5024828152169674
502,1.567888083840564
503,-2.940509193009677
504,-0.11179459424256977
505,-0.4981912475362268
506,-0.2170851895440488
507,0.4988953295957333
508,-2.0706126771937967
509,1.275468881430264
510,-1.8717678901008388
511,-2.079459099470197
512,1.4052872767186995
513,-0.38381700107048944
514,-2.1429401265011485
515,3.2873200106028846
516,-4.234254801203331
517,-2.7985101267234826
518,0.0073850519567668
519,-1.3797506172771627
520,0.26574107932567775
521,1.418052632464857
522,-1.134202167537991
523,1.2417246220345015
524,-0.09360558351319445
525,2.211995047152629
526,0.3044641461787252
527,2.24777803902021
528,2.6062577132617806
529,1.4852658620092114
530,2.8482223970031835
531,2.3570844525874635
532,-0.7919498800583995
533,1.467499177091814
534,-1.988208368342161
535,-1.082998426842159
536,-0.019329650916477828
537,3.634580433956026
538,0.11271259314818734
539,0.540086722157349
540,1.1879841689987043
541,-1.124845416321151
542,-1.625669782992529
543,0.334650362727509
544,-1.6292842503300942
545,-0.5006339399823447
546,4.30764513482342
547,1.3211173070062647
548,-2.160902571741608
549,-0.5868504910799964
550,0.27758502286096814
551,-4.43635819183634
552,2.832114514776418
553,1.5212886869245867
554,0.008722295215406994
555,-0.6312518109252899
556,-1.5885270611053182
557,-1.4664204062197284
558,-0.8387704508229447
559,2.9517630299903357
560,-1.3509922585277818
561,2.5579007399701794
562,0.29222943421004915
563,-2.5637080432155366
564,2.3951335675176333
565,0.41297416933669656
566,-2.9149702418884362
567,-2.0243851568532216
568,-1.219327195490495
569,-0.5841897987745117
570,1.1535510205799844
571,-0.11977036162278558
572,-1.329065146463557
573,1.245495105856082
574,1.7899844132221274
575,-1.5914727205114112
576,1.034198773408991
577,-0.3252767554186189
578,1.6225467744508169
579,0.9056824854840705
580,-1.5365023236689423
581,0.9918336490200219
582,-1.8462008087469146
583,-1.2297909136757335
584,1.2569494137839206
585,-1.7994333049090125
586,-2.6213965656897766
587,1.3865178046725835
588,2.1557066765521826
589,0.6096028498112898
590,0.7790795066399793
591,0.054729868059816
592,1.330576403779061
593,0.6224113302439084
594,-0.6658581264469771
595,-0.663370397393434
596,-1.5510392457995763
597,-1.5661991661474077
598,-1.3667147339140344
599,-3.033133275492374
600,-0.12429978326894965
601,-1.3860996935787
602,2.0579592725313613
603,-2.0291802369087333
604,-1.7367902059567633
605,1.8681969453648095
606,2.0179010537977513
607,-1.1890628436177404
608,-1.8370580361633244
609,1.4558140278876532
610,0.28724580032847696
611,-1.5460810490185146
612,-0.44468990378320383
613,-3.232646066907264
614,-1.9826636181765427
615,1.2184439304136774
616,-1.6749773567021866
617,0.5781072844187123
618,-1.7159711304324718
619,-0.6222344814694247
620,0.7496922882249618
621,-0.6406113025620104
622,-0.6052425724245192
623,0.5636674119241283
624,-0.882575464935545
625,-2.8310708533507976
626,-0.9448377212234064
627,0.5971752140057462
628,-0.5305845823648556
629,0.03916749528878584
630,1.9352923037975154
631,-1.0755395070995752
632,1.4150378296302741
633,-0.9928832711651069
634,0.029803404084057763
635,2.5721874599428496
636,-1.163862403010655
637,1.434229199456102
638,2.8586718711416013
639,-1.6238009491963865
640,0.010647804525673842
641,-3.152200572289685
642,1.62400021094411
643,-3.5843420068062555
644,-2.1554696478194324
645,2.123256217384635
646,-0.522617196103763
647,2.069329180644052
648,0.23807920682112657
649,-0.6455384247431527
650,0.5961139734273064
651,-0.5558646051343252
652,-0.5117846092741315
653,-0.4471770601963873
654,1.9541430884969702
655,0.3343712561807787
656,0.0032200378482185052
657,0.1063906332085523
658,0.7732189304147828
659,1.6148103214550256
660,-3.1674560564689065
661,0.053598630533306935
662,1.3113362579064156
663,1.042245785839089
664,1.3776087505392807
665,-1.7640843024604718
666,0.4043990479808561
667,2.0481539997907285
668,1.8350451122584521
669,-3.871860723882366
670,-0.04389100209547971
671,1.2798265123862251
672,-1.1938288764297436
673,0.5133645203141672
674,-1.022476334505896
675,1.6065133684944246
676,0.9432905741046885
677,-0.7995090324154692
678,-1.2142900285413272
679,-1.4159219618340981
680,0.21160654458883763
681,0.9038260813520914
682,1.5707084630056583
683,-3.171188250817253
684,-0.30040058195131125
685,-0.8576012928995852
686,-2.2892301473995307
687,0.164464527689474
688,-1.7972048467955584
689,-0.9501466431689098
690,-1.533970809325213
691,1.3508048063926732
692,0.5762673108089866
693,-0.4080626314972712
694,2.3170427408345016
695,-1.0734219063289057
696,-1.199338595082736
697,-0.46120240849294636
698,-0.7822728679432153
699,-1.5716134151979995
700,2.04475126397882
701,-1.3037428094944554
702,-5.078995626021571
703,-0.7513692014611706
704,-1.614666457387606
705,-1.4087932517486481
706,0.615900621961066
707,-0.8788114667609849
708,0.41457576009109465
709,-0.4649768798867884
710,1.3617628469096652
711,-0.3179727069370995
712,-2.5407571741275397
713,-0.00399990927351169
714,-0.6510111671096751
715,2.2665429258249152
716,0.03134585137612191
717,-0.730278431477949
718,-0.237478337739393
719,-0.9428579374228654
720,3.236520221731871
721,0.21061240510867155
722,-1.2170034179114066
723,0.5919307370275408
724,-0.842334619766271
725,0.698878193045691
726,-2.259375102584894
727,-1.3119600242604355
728,-2.2136023275311527
729,-2.112955955820731
730,0.8965653893022419
731,-0.38964018790639166
732,1.7938582607003348
733,2.9767663238620727
734,-0.4258409995861963
735,-3.390450539432927
736,0.3366229449565662
737,0.25835266916057076
738,0.057117719202476686
739,-0.7281119319646979
740,-2.997115610575454
741,2.378628222235506
742,0.5875950096443026
743,-1.1238228293732853
744,1.2974529966907238
745,-1.639288553858385
746,1.5461260203276177
747,1.115481980701167
748,1.6616794842511127
749,-3.7429177503956734
750,-1.2388040623960834
751,-2.5193364806801215
752,3.4637448648973703
753,-0.2927150477949937
754,1.374565743888666
755,-1.0303464527164028
756,1.8996259736337089
757,-0.3578518725992374
758,1.2200784004955052
759,0.6421012811799202
760,-0.4243952471438667
761,1.0213802171849615
762,-2.176503143332958
763,-3.4639120688553806
764,3.088836936693296
765,-1.6670162589452044
766,-1.1904177057194034
767,-0.10649624093293157
768,0.6988946664177883
769,1.8495828565474772
770,-1.956345730549206
771,3.375794406111678
772,1.439845455968963
773,-2.481973366434331
774,-0.4063815043489036
775,0.6262737419844852
776,1.0321408625817055
777,1.1675439468892372
778,0.6032592665353913
779,0.5980206847101487
780,-2.658626403404261
781,1.5860897665451454
782,-2.9647719982112766
783,1.233319497829097
784,1.7505093396725537
785,-0.8460045706486022
786,-0.22562522074840177
787,-3.117627314617239
788,2.2483806773819204
789,0.40754449893015443
790,-0.3303862364550251
791,1.288439522200901
792,-0.5852413425851511
793,1.611614918919405
794,-0.5979468987173877
795,2.504421958935934
796,-0.8051188690000955
797,-1.9151201020684647
798,-0.7069044476247953
799,-1.7768642454332224
800,4.862927648435793
801,-0.406444127684751
802,2.6905838067338776
803,1.722625984505103
804,2.466412500022158
805,-2.087490066215057
806,0.2361830283606797
807,-0.37842598706539415
808,-2.3534862594835597
809,1.1601986818866996
810,1.3560410180555025
811,-1.4784115676183809
812,-3.4134756187305704
813,1.819660268212832
814,2.772720787248902
815,-2.3049446720551536
816,-0.3648403011207559
817,-0.3222400415002225
818,0.6207418566496183
819,-1.6487466128335138
820,3.5625478055591047
821,1.5654507636640476
822,0.6391887964860021
823,-0.924352648136272
824,0.2718954036150307
825,1.605809919478041
826,-1.9956444434235592
827,2.5202857259399782
828,-0.24389562784424212
829,1.6167796833170767
830,3.7765957284055975
831,-1.1268401875888123
832,1.323122467906979
833,-4.387621557807617
834,-0.43309693279313943
835,-2.719844338951803
836,-1.1509571571011448
837,2.2306494461474955
838,-1.153455268670982
839,2.5112219928909374
840,2.8885274148124425
841,3.5463576690643137
842,1.028142003347627
843,-2.0640775339977457
844,0.16530282310532324
845,0.2382192935383421
846,1.133936447252655
847,-0.34181939356695085
848,0.5446728237619095
849,0.32814249117697525
850,3.5707310454460743
851,2.6426091128236737
852,-1.1962549474472697
853,3.1489558312127617
854,-1.7555628642334313
855,-2.080052835105919
856,-1.2287394242958511
857,-1.2174422282462996
858,-0.24633444087026302
859,0.03680701151007676
860,-0.015967801035140155
861,2.9151896289265564
862,0.5756489394407972
863,1.0340778604684617
864,-0.289773778621829
865,-1.1966583624085865
866,-0.5828908426384544
867,-0.15740001634249504
868,1.417734706722674
869,-0.09259265365839305
870,-3.6448638076639024
871,-0.08150253277457874
872,0.2570508906428789
873,1.264111086615614
874,-0.16041294318783578
875,1.3552224762565197
876,-0.5112384380784029
877,1.7971188679753356
878,0.3405213678962617
879,0.30624771810727613
880,5.12466335882526
881,1.438982331083848
882,-1.4769304071167508
883,1.2878175276083328
884,0.7370985931137655
885,-0.2576355943730804
886,-2.0623592971288986
887,2.09926653539719
888,0.4987125373354123
889,2.1917449315363777
890,-0.11541433960001228
891,-3.685649242726469
892,0.15377302547866709
893,-1.33434037339893
894,1.094254906486974
895,-3.563979429943979
896,-2.1247740919089537
897,-0.9511519833213641
898,-0.8995115425266821
899,0.5576287902724615
900,-1.9311935082469733
901,0.029779872058189525
902,-2.0816860612437353
903,-0.9091821851792803
904,2.2399432850354173
905,0.9985514462440642
906,-1.0959105887746168
907,2.9364944217492233
908,2.522184294439461
909,-1.4519751712752695
910,2.2932307149813833
911,0.34326296498887626
912,2.336324937710779
913,-1.823493887688929
914,1.9478537710086132
915,-0.6195172829766594
916,0.7268154491149352
917,2.36152629080909
918,0.6405123994320994
919,-0.442634464348987
920,1.9471492167985773
921,-2.2845773190836827
922,-0.9114235092318731
923,0.043453718730942247
924,2.234059313062017
925,-0.8849321670071927
926,-0.6861914532111336
927,-0.5398539735978013
928,-0.37580054754026454
929,-0.5576617973561772
930,-1.6172850873991949
931,-0.14349538454444194
932,2.1707930353413962
933,1.022323408445714
934,1.7716667177128975
935,-1.2132811834845252
936,0.5799123981879307
937,1.338511513978303
938,0.4460578304617769
939,-0.8641304237859582
940,2.032923493853244
941,1.2046021506034645
942,-0.3343716612596502
943,-3.18851548658026
944,2.309030944495945
945,1.253011789261194
946,-4.838662475240446
947,-1.5118112316515686
948,-0.7508569856683402
949,-1.0084270280065972
950,3.6060087951919937
951,1.06248962763493
952,1.660848512795336
953,1.5705510464435113
954,-2.2328462566446565
955,-1.7005551677052124
956,-1.4765890508110533
957,-1.973672522823623
958,0.13869974244617198
959,0.13139611227335485
960,-1.5024321900162785
961,1.7219438101427909
962,-2.6083934513065383
963,1.511110936908694
964,-1.2521819626496813
965,1.3127932785451102
966,-2.0517006448762554
967,-1.9432754175398046
968,0.5970512549549609
969,3.7401494517142106
970,3.6413227964117643
971,-0.004213996019573583
972,1.546858027041584
973,-2.076800030511539
974,-0.31665284175825475
975,-2.9024276538260763
976,1.1549975093802032
977,1.5713391160702028
978,-1.3518881160117817
979,-1.6090082184497838
980,1.1163927493250796
981,2.0788819104770275
982,0.48865149757148274
983,-2.2221066206753073
984,-0.3897732250746358
985,0.958811297044069
986,-0.10510894263157888
987,-0.3215661510836571
988,-0.972063171075601
989,0.6421721417855039
990,0.8810390530615616
991,-0.5572245867475228
992,3.1144905365056896
993,-0.20011177396489116
994,-0.08264822478591757
995,-0.4081824288278627
996,-0.054095566122388604
997,-0.1612512962193557
998,-6.297978929157824
999,-2.198219993504672
1000,0.29835996473867316
1001,0.11094101437478562
1002,1.865421968522754
1003,0.46492489886339927
1004,-2.4467007255035873
1005,3.4002539451547897
1006,2.3662351365518104
1007,0.6745293823805064
1008,4.291370462511546
1009,-0.9369958937348227
1010,-1.2875783446338498
1011,1.9932882234502909
1012,-1.7758258770640722
1013,-1.788663666422511
1014,-1.8360995547568513
1015,1.8218545411869127
1016,1.7047239308855404
1017,0.13796877981311376
1018,4.231172851364353
1019,0.8334780373707277
1020,-1.188081847360281
1021,1.3178420083828004
1022,0.12066415253119148
1023,0.903575469504602
1024,-2.4020087103102195
1025,0.6435429935301604
1026,0.599270528690356
1027,4.137956994668328
1028,1.5924290333767992
1029,-0.8596547673582023
1030,-2.928490536191334
1031,-2.188819055816241
1032,-1.6650451212407018
1033,-0.24920511686441638
1034,-4.680739394817939
1035,3.735994470070251
1036,-1.7661991161564345
1037,-1.1109870451005213
1038,-0.19892620240860023
1039,1.1861161942851859
1040,0.45464311693184417
1041,-0.6188843484822635
1042,1.1189234591387276
1043,1.4736031114147776
1044,1.9446656752558007
1045,0.15916311302147815
1046,0.591249524056418
1047,-3.149158502120082
1048,-0.7125983834790581
1049,2.3996945159816074
1050,-1.6242792392713459
1051,2.997509142687801
1052,-2.7740433420249655
1053,-0.6156025073751197
1054,0.3244957326353285
1055,-0.07285848917304087
1056,-0.9652380588042407
1057,-2.506342731781791
1058,4.462501155249141
1059,-1.2591658490711461
1060,-0.44704028704958415
1061,-0.7068357007511709
1062,1.1149306936044785
1063,1.2787251691855896
1064,3.161702332555257
1065,1.1680866078806702
1066,-1.9598308143816798
1067,-2.0505384880686144
1068,3.4709453706899973
1069,-0.11079808862469416
1070,2.818784914338169
1071,-1.9030691606951755
1072,-1.451140583023117
1073,-1.1806934785668513
1074,-0.6258638004230939
1075,0.5432912598340122
1076,1.0203381141783456
1077,1.9249370745837915
1078,0.339704266535065
1079,-0.7864308216595806
1080,-1.3208179273540077
1081,-1.0235453099869674
1082,2.332357800716608
1083,0.997269962908141
1084,-0.9710117905665424
1085,-2.524320056689803
1086,1.7289290686103687
1087,-1.850404823377562
1088,2.5776068053443084
1089,-1.1125684736444261
1090,-1.3000950267788083
1091,4.879319573221939
1092,1.9291356485537172
1093,0.8601434660313276
1094,-1.911183051825775
1095,2.704432518054247
1096,0.0353244710788485
1097,-0.9922535749152852
1098,-1.5539941081241389
1099,1.8130523488453476
1100,-2.2644718055466164
1101,0.0405112585962305
1102,1.035617532928756
1103,-0.7522421313916259
1104,0.9625767151402771
1105,2.4779419373929295
1106,-2.0298761082167682
1107,-1.3367649588279815
1108,-0.378480075635445
1109,1.8977732130533707
1110,0.13566809244977174
1111,2.906468182581011
1112,1.6374786353614834
1113,-1.9225562176219049
1114,1.3534830530775506
1115,0.6854159739927578
1116,-0.009546552764382312
1117,-0.354114008223328
1118,0.0728406156404081
1119,-1.6030176705410182
1120,0.2521706162177828
1121,0.5048655206703029
1122,-1.342494301982803
1123,1.1726501667072668
1124,1.3831600352962483
1125,0.34723504514984826
1126,-4.329877735005799
1127,0.6909937993323757
1128,0.4924117322762852
1129,-2.4544545498530628
1130,-1.544743241227031
1131,0.0667193763475722
1132,1.8991335221493781
1133,2.2881572866184454
1134,0.5965731531463158
1135,-3.9951899271934272
1136,0.023140519368918824
1137,0.4105279599105619
1138,-1.2592527403161544
1139,-1.1604090489098475
1140,-1.9441667341416125
1141,0.9429620892759941
1142,-0.14448397179957714
1143,2.821354540480596
1144,0.23233927679835306
1145,2.2559833087041214
1146,-1.2506304751670512
1147,0.21327053610378016
1148,0.7559947511577713
1149,2.1122450541753577
1150,0.8388457065900279
1151,1.9483228650258995
1152,-0.454119779219665
1153,1.410508496555146
1154,0.9425042641285691
1155,-0.3115066781524718
1156,0.26587908347281025
1157,-2.364137756454418
1158,-0.9590453643777433
1159,2.146354697122469
1160,1.0320450110997406
1161,1.6621820988855553
1162,-1.3562213688189602
1163,2.2306009465758896
1164,4.406655864245844
1165,0.4281523116380848
1166,0.44101316233207905
1167,1.5502114756050884
1168,-0.6955416724736443
1169,2.2696743356093707
1170,1.663701392603188
1171,1.678506021373443
1172,-2.787167370789121
1173,1.5178086790035996
1174,-0.9265198060202214
1175,2.542889116417417
1176,-0.057702648317515676
1177,1.5803193787079146
1178,-3.130320763210001
1179,0.40664757454853395
1180,1.0449029352005337
1181,0.3099479899870131
1182,1.425654829480551
1183,-3.436896946749384
1184,-2.171062273108284
1185,0.007896703575074498
1186,0.5694069215118122
1187,-1.8172990519776857
1188,2.3699392400975396
1189,4.155164756622424
1190,0.31708368143699994
1191,2.4081351363834473
1192,-1.6548657656742272
1193,2.1773114819734243
1194,0.9112580012815068
1195,-0.027335650583458056
1196,-1.2827204508410832
1197,-0.6765783529252039
1198,-1.8420446362528862
1199,1.9910755375250189
1200,-0.22211126028827655
1201,-1.4430092588559207
1202,1.1428146153350023
1203,-2.2227051948431367
1204,0.9846590945458953
1205,-2.5269717095513786
1206,-0.34106403444221034
1207,1.3526798896885857
1208,1.1940098913285893
1209,-0.6058696427969502
1210,0.3270123114425145
1211,0.11653130774963864
1212,0.2399679372273659
1213,-3.017644987834264
1214,2.7257125767882155
1215,-0.26324296106259737
1216,2.868233903738896
1217,0.6789784050906545
1218,-2.2772027436222486
1219,0.7845515617556481
1220,-1.8314114946704771
